title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
The Double (2014),N/A,N/A,"$218,700",Magnolia,"May 9, 2014",Comedy / Drama,1 hrs. 33 min.,R,N/A,"$200,406",Jesse Eisenberg,Mia Wasikowska,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Double Life of Veronique,N/A,N/A,"$4,346,000",Miramax,"November 22, 1991",Foreign,1 hrs. 38 min.,R,N/A,"$1,999,955",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Double Take (2010),N/A,N/A,"$23,100",Kino,"June 2, 2010",Documentary,1 hrs. 20 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Double Trouble ,N/A,N/A,"$49,800",China Lion,"June 8, 2012",Foreign,1 hrs. 30 min.,Unrated,N/A,"$44,788",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Doug's First Movie,N/A,N/A,"$34,555,900",Buena Vista,"March 26, 1999",Animation,1 hrs. 17 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Down and Out with the Dolls,N/A,N/A,"$89,900",Indican,"March 21, 2003",Unknown,1 hrs. 28 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Downtown 81,N/A,N/A,"$172,400",Zeitgeist,"July 13, 2001",Unknown,1 hrs. 15 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dr. Cabbie (U.S. only),N/A,N/A,"$245,300",Eros,"November 26, 2014",Comedy,1 hrs. 41 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dr. Seuss' Horton Hears a Who!,Jimmy Hayward,N/A,"$194,345,500",Fox,"March 14, 2008",Animation,1 hrs. 28 min.,G,$85 million,"$297,138,014",Joey King*,Jim Carrey,Steve Carell,Seth Rogen,Dan Fogler,Isla Fisher,Bruce Anderson,Christopher Meledandri,Chris Wedge,N/A,N/A,N/A,Ken Daurio,Cinco Paul,John Powell,N/A
Dr. Seuss' The Grinch (2018),N/A,N/A,"$270,620,900",Universal,"November 9, 2018",Animation,1 hrs. 30 min.,PG,$75 million,"$510,552,221",Benedict Cumberbatch,Rashida Jones,N/A,N/A,N/A,N/A,Janet Healy,Christopher Meledandri,N/A,N/A,N/A,N/A,N/A,N/A,Danny Elfman,N/A
Dr. Seuss' The Lorax,Chris Renaud,N/A,"$243,162,000",Universal,"March 2, 2012",Animation,1 hrs. 35 min.,PG,$70 million,"$348,840,316",Danny DeVito,Zac Efron,Ed Helms,Rob Riggle,N/A,N/A,Janet Healy,Christopher Meledandri,N/A,N/A,N/A,N/A,Ken Daurio,Cinco Paul,John Powell,N/A
Dr. Strangelove (Re-issue),N/A,N/A,"$596,000",Sony Repertory,"July 13, 1994",Unknown,1 hrs. 33 min.,GP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dr. T and the Women,Robert Altman,N/A,"$21,968,600",Artisan,"October 13, 2000",Romantic Comedy,2 hrs. 1 min.,R,$23 million,"$22,844,291",Richard Gere,Helen Hunt,Kate Hudson,Liv Tyler,N/A,N/A,Graham King,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dracula (1979),N/A,N/A,"$72,524,100",Universal,"July 20, 1979",Horror,1 hrs. 49 min.,R,N/A,N/A,Frank Langella,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,John Williams,N/A
Dragon (2012),N/A,N/A,"$12,500",Radius-TWC,"November 30, 2012",Foreign / Action,1 hrs. 37 min.,R,N/A,"$29,151,995",Donnie Yen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dragon Ball Z: Broly - The Legendary Super Saiyan (2018 re-release),N/A,N/A,"$673,900",Fathom,"September 15, 2018",Animation,1 hrs. 12 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dragon Ball Z: Saiyan Double Feature,N/A,N/A,"$540,700",Fathom,"November 3, 2018",Animation,1 hrs. 45 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dragon Wars,N/A,N/A,"$14,408,200",Freestyle Releasing,"September 14, 2007",Action Fantasy,1 hrs. 30 min.,PG-13,$32 million,"$75,108,998",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Steve Jablonsky,N/A
Drive (2011),Nicolas Winding Refn,N/A,"$40,051,800",FilmDistrict,"September 16, 2011",Action Drama,1 hrs. 43 min.,R,$15 million,"$76,175,166",Ryan Gosling,Carey Mulligan,Bryan Cranston,Albert Brooks,Oscar Isaac,Ron Perlman,Marc Platt,Gigi Pritzker,Peter Schlessel,N/A,N/A,N/A,Hossein Amini,N/A,Cliff Martinez,N/A
Duck Tales: The Movie,N/A,N/A,"$38,672,600",Buena Vista,"August 3, 1990",Animation,1 hrs. 14 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Duckbutter,Miguel Arteta,N/A,"$6,600",The Orchard,"April 27, 2018",Comedy / Drama,1 hrs. 33 min.,Unrated,N/A,N/A,Kumail Nanjiani,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The DUFF,Ari Sandel,N/A,"$37,767,700",Lionsgate,"February 20, 2015",Comedy,1 hrs. 41 min.,PG-13,$8.5 million,"$43,528,634",Bella Thorne,N/A,N/A,N/A,N/A,N/A,McG,N/A,N/A,N/A,N/A,N/A,Josh A. Cagan,N/A,N/A,N/A
Dungeons &amp; Dragons,Courtney Solomon,N/A,"$25,366,400",New Line,"December 8, 2000",Fantasy,1 hrs. 47 min.,PG-13,$45 million,"$33,807,409",Marlon Wayans,N/A,N/A,N/A,N/A,N/A,Thomas M. Hammel,Joel Silver,N/A,N/A,N/A,N/A,N/A,N/A,Justin Caine Burnett,N/A
Dunkirk (Re-Issue 12/1),N/A,N/A,"$1,638,700",Warner Bros.,"December 1, 2017",War,1 hrs. 46 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dus Khaniyan,N/A,N/A,"$287,500",Eros,"December 7, 2007",Foreign,N/A,Unrated,N/A,"$3,526,678",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dying to Know: Ram Dass &amp; Timothy Leary,N/A,N/A,"$15,800",Gathr Films,"January 23, 2017",Documentary,1 hrs. 35 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DysFunKtional Family,George Gallo,N/A,"$3,376,900",Miramax,"April 4, 2003",Concert,1 hrs. 24 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Paul Brooks,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dystopia 2013,N/A,N/A,"$2,000",Found-Charger Cinema,"January 13, 2012",Action / Adventure,2 hrs. 2 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E.T. (20th Anniversary),N/A,N/A,"$54,873,200",Universal,"March 22, 2002",Sci-Fi Adventure,2 hrs. 0 min.,PG,N/A,"$468,410,666",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E.T.: The Extra-Terrestrial,Steven Spielberg,N/A,"$1,122,779,700",Universal,"June 11, 1982",Family Adventure,1 hrs. 57 min.,PG,$10.5 million,"$792,910,554",Drew Barrymore,N/A,N/A,N/A,N/A,N/A,Kathleen Kennedy,Steven Spielberg,N/A,N/A,N/A,N/A,N/A,N/A,John Williams,N/A
E.T.: The Extra-Terrestrial (Re-issue),N/A,N/A,"$103,291,700",Universal,"July 19, 1985",Sci-Fi Adventure,1 hrs. 57 min.,PG,N/A,"$455,406,554",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eagle Vs. Shark,Taika Waititi,N/A,"$291,200",Miramax,"June 15, 2007",Comedy,1 hrs. 27 min.,R,N/A,"$1,298,037",Jemaine Clement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eames: The Architect and the Painter,N/A,N/A,"$176,300",First Run,"November 11, 2011",Documentary,1 hrs. 22 min.,Unrated,N/A,"$153,088",James Franco*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Earrings of Madame de... (re-issue),N/A,N/A,"$171,400",Janus Films,"March 16, 2007",Foreign,1 hrs. 45 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Earth (1999),N/A,N/A,"$755,100",Zeitgeist,"September 10, 1999",Unknown,1 hrs. 50 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Earth (2009),N/A,N/A,"$38,748,600",Buena Vista,"April 22, 2009",Documentary,1 hrs. 30 min.,G,N/A,"$108,975,160",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,George Fenton,N/A
The Earth Will Swallow You,N/A,N/A,"$116,900",Hanson Brothers,"April 12, 2002",Unknown,1 hrs. 44 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
East-West,N/A,N/A,"$3,888,500",Sony Classics,"April 7, 2000",Foreign,2 hrs. 0 min.,PG-13,N/A,"$6,031,521",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Patrick Doyle,N/A
Easy Money (2012),Daniel Espinosa,N/A,"$238,800",Weinstein Company,"July 11, 2012",Foreign,2 hrs. 4 min.,R,N/A,"$8,369,756",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Echoes of Paradise,Phillip Noyce,N/A,"$53,900",Quartet,"March 10, 1989",Drama,1 hrs. 32 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eddie and the Cruisers II,N/A,N/A,"$1,220,300",Scotti Bros.,"August 18, 1989",Unknown,1 hrs. 43 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eddie the Sleepwalking Cannibal,N/A,N/A,"$1,800",Doppelganger Releasing,"April 5, 2013",Horror Comedy,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eden (1998),N/A,N/A,"$8,100",Legacy,"March 27, 1998",Unknown,1 hrs. 49 min.,R,N/A,N/A,Anna Faris*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eden (2008),N/A,N/A,"$19,600",Liberation Entertainment,"November 14, 2008",Drama,1 hrs. 23 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edison Force,N/A,N/A,N/A,Unknown,N/A,Action / Crime,1 hrs. 39 min.,R,$25 million,"$4,143,414",Kevin Spacey,Morgan Freeman,Justin Timberlake,Cary Elwes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edvard Munch (Re-issue),N/A,N/A,"$61,200",Shadow Dist.,"June 17, 2005",Foreign,3 hrs. 30 min.,Unrated,N/A,"$60,244",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edward II (2018 re-release),N/A,N/A,"$4,700",Film Movement,"May 4, 2018",Drama,1 hrs. 27 min.,R,N/A,"$699,264",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Efficiency Expert,N/A,N/A,"$390,500",Miramax,"November 6, 1992",Unknown,1 hrs. 35 min.,PG,N/A,N/A,Anthony Hopkins,Ben Mendelsohn,Toni Collette,Russell Crowe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Effroyables jardins,N/A,N/A,"$114,400",Cristal,"February 20, 2004",Unknown,1 hrs. 37 min.,Unrated,N/A,"$5,793,539",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eight Hours Don't Make a Day (2018 re-release),N/A,N/A,"$19,700",Janus Films,"March 16, 2018",Foreign,7 hrs. 56 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ek Villain,N/A,N/A,"$816,400",Eros,"June 27, 2014",Foreign / Action,2 hrs. 9 min.,Unrated,N/A,"$730,530",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ek Vivah Aisa Bhi,N/A,N/A,"$8,100",Eros,"November 7, 2008",Foreign,N/A,Unrated,N/A,"$1,456,886",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eklavya - The Royal Guard,N/A,N/A,"$1,693,400",Eros,"February 16, 2007",Foreign,1 hrs. 45 min.,Unrated,N/A,"$8,702,674",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Crimen del Padre Amaro,N/A,N/A,"$8,791,100",IDP,"November 15, 2002",Foreign,2 hrs. 0 min.,R,N/A,"$26,996,738",Gael Garcia Bernal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Crimen Perfecto,N/A,N/A,"$590,000",Vitagraph,"August 19, 2005",Foreign,1 hrs. 45 min.,Unrated,N/A,"$9,040,997",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Inmigrante,N/A,N/A,"$19,500",Indican,"July 13, 2007",Documentary,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Jeremias,N/A,N/A,"$668,200",Sony / Columbia,"October 21, 2016",Comedy / Drama,1 hrs. 35 min.,PG-13,N/A,"$2,540,144",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Milagro De Marcelino Pan,N/A,N/A,"$20,400",Gigapix Releasing,"October 26, 2012",Foreign,1 hrs. 40 min.,Unrated,$3 million,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Nino,N/A,N/A,"$1,300",Distrib Films,"April 17, 2015",Drama,2 hrs. 16 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Perro,N/A,N/A,"$27,300",Cinema Tropical,"June 9, 2006",Foreign,1 hrs. 37 min.,Unrated,N/A,"$1,412,753",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Sueno del Regreso,N/A,N/A,"$10,600",Aloha Releasing,"March 10, 2006",Foreign,1 hrs. 40 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Topo (re-issue),N/A,N/A,"$106,100",Abkco Films,"December 13, 2006",Foreign,1 hrs. 35 min.,Unrated,N/A,"$155,820",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Vacilon: The Movie,N/A,N/A,"$1,820,000",Televisa Cine,"October 21, 2005",Foreign,1 hrs. 30 min.,R,N/A,"$1,690,929",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
El Velador (The Night Watchman),N/A,N/A,"$1,700",Icarus Films,"July 6, 2012",Documentary,1 hrs. 12 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elena (2014),N/A,N/A,"$28,000",Variance Films,"May 30, 2014",Documentary,1 hrs. 22 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elevator to the Gallows (2016 re-issue),N/A,N/A,"$117,700",Rialto,"August 3, 2016",Drama,1 hrs. 31 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elevator to the Gallows (Re-issue),N/A,N/A,"$371,100",Rialto,"June 24, 2005",Foreign,1 hrs. 28 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elf (15th Anniversary),N/A,N/A,"$452,100",Warner Bros.,"November 2, 2018",Comedy,1 hrs. 35 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elizabeth ,N/A,N/A,"$55,149,900",Gramercy,"November 6, 1998",Period Drama,2 hrs. 4 min.,R,$30 million,"$82,150,642",Cate Blanchett,Geoffrey Rush,Daniel Craig*,N/A,N/A,N/A,Tim Bevan,Eric Fellner,N/A,N/A,N/A,N/A,N/A,N/A,David Hirschfelder,N/A
Elizabeth ,N/A,N/A,"$55,149,900",Gramercy,"November 6, 1998",Period Drama,2 hrs. 4 min.,R,$30 million,"$82,150,642",Cate Blanchett,Geoffrey Rush,Daniel Craig*,N/A,N/A,N/A,Tim Bevan,Eric Fellner,N/A,N/A,N/A,N/A,N/A,N/A,David Hirschfelder,N/A
Elles etaient cinq,N/A,N/A,"$2,693,400",Alliance,"August 27, 2004",Foreign,1 hrs. 33 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elsa &amp; Fred,N/A,N/A,"$237,700",Mitropoulos Films,"June 27, 2008",Foreign,1 hrs. 48 min.,PG,N/A,"$2,985,837",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elsa &amp; Fred (2014),N/A,N/A,"$311,100",Millennium Ent.,"November 7, 2014",Romantic Comedy,1 hrs. 37 min.,PG-13,N/A,"$285,863",Christopher Plummer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elvis &amp; Nixon,N/A,N/A,"$1,091,500",Bleecker Street,"April 22, 2016",Drama,1 hrs. 26 min.,R,N/A,"$1,055,287",Johnny Knoxville,Tracy Letts,Alex Pettyfer,Michael Shannon,Kevin Spacey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elvis Gratton 2,N/A,N/A,"$5,894,900",Lions Gate,"July 2, 1999",Foreign,1 hrs. 45 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elvis Gratton XXX,N/A,N/A,"$2,674,000",Christal Films,"June 23, 2004",Comedy,1 hrs. 45 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elvis On Tour 75th Anniversary,N/A,N/A,"$667,700",Warner Bros.,"July 29, 2010",Documentary,1 hrs. 33 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elvis: '68 Comeback Special (2018 release),N/A,N/A,"$1,033,500",Fathom,"August 16, 2018",Concert,1 hrs. 0 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Embrace: The Documentary,N/A,N/A,"$648,500",Gathr Films,"September 19, 2016",Documentary,1 hrs. 30 min.,Unrated,N/A,"$629,126",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emerald Cowboy,N/A,N/A,"$150,600",Indican,"September 19, 2003",Unknown,2 hrs. 4 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emile,N/A,N/A,"$8,200",Castle Hill,"February 4, 2005",Drama,1 hrs. 35 min.,Unrated,N/A,N/A,Ian McKellen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emily (2017),N/A,N/A,"$3,700",Hibernation,"January 27, 2017",Romance,1 hrs. 23 min.,Unrated,N/A,"$3,642",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Empire in Africa ,N/A,N/A,"$1,500",Cinema Libre Studio,"December 8, 2006",Documentary,1 hrs. 27 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Empire of Lust,N/A,N/A,"$11,800",CJ Entertainment,"March 6, 2015",Foreign,1 hrs. 53 min.,Unrated,N/A,"$10,654",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Empire Strikes Back (Re-issue),N/A,N/A,"$40,777,000",Fox,"November 19, 1982",Sci-Fi Fantasy,2 hrs. 4 min.,PG,N/A,"$290,475,067",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Empire Strikes Back (Special Edition),N/A,N/A,"$132,986,300",Fox,"February 21, 1997",Sci-Fi Fantasy,2 hrs. 9 min.,PG,N/A,"$347,689,833",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Empty Hours,N/A,N/A,"$9,200",Strand,"July 11, 2014",Foreign,1 hrs. 40 min.,Unrated,N/A,"$8,244",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
En el Septimo Dia (On the Seventh Day),N/A,N/A,"$79,200",Cinema Guild,"June 8, 2018",Comedy / Drama,1 hrs. 32 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Encounter in the 3rd Dimension (IMAX),N/A,N/A,"$11,502,200",N Wave,"February 26, 1999",IMAX,0 hrs. 40 min.,Unrated,N/A,"$38,188,153",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Endless Love (2014),Shana Feste,N/A,"$26,588,900",Universal,"February 14, 2014",Romance,1 hrs. 43 min.,PG-13,$20 million,"$34,718,173",Alex Pettyfer,Rhys Wakefield,N/A,N/A,N/A,N/A,Pamela Abdy,Josh Schwartz,Scott Stuber,N/A,N/A,N/A,Shana Feste,Joshua Safran,Christophe Beck,N/A
Endless Poetry,N/A,N/A,"$155,200",Abkco Films,"July 14, 2017",Fantasy Drama,2 hrs. 28 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Endless Summer (2014 re-release),N/A,N/A,"$11,400","Monterey Media, Inc.","July 23, 2014",Documentary,1 hrs. 32 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Endless Summer II,N/A,N/A,"$4,656,200",New Line,"June 3, 1994",Documentary,1 hrs. 40 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Endurance: Shackleton's Antarctic Adventure,N/A,N/A,"$3,851,900",Cowboy,"October 5, 2001",Documentary,1 hrs. 37 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Enemies, A Love Story",N/A,N/A,"$16,599,200",Fox,"December 15, 1989",Unknown,1 hrs. 59 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James G. Robinson*,Joe Roth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Enigma (1983),N/A,N/A,"$2,562,700",Embassy,1983,Unknown,1 hrs. 42 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ernest &amp; Celestine,N/A,N/A,"$289,000",GKIDS,"February 28, 2014",Animation,1 hrs. 20 min.,PG,N/A,"$5,075,362",Paul Giamatti,William H. Macy,Forest Whitaker,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
