budget,action,adventure,fantasy,science fiction,comedy,crime,drama,mystery,thriller,romance,war,horror,animation,family,western,history,music,tv movie,documentary,foreign,id,popularity,production_companies,production_countries,weekday,day,month,year,revenue,runtime,title,vote_average,vote_count,weighted_rating
19000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25195,21.959742,5,2,5,08,1,2010,29922472,100,Leap Year,6.4,465,6.989043785588062
19000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17277,4.229942,2,1,2,24,3,1964,4750000,188,The Fall of the Roman Empire,6,33,6.9986817401030645
19000000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50725,11.766564,4,2,5,04,3,2011,6928068,97,Take Me Home Tonight,6.2,208,6.993398920977468
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82631,2.366251,3,1,5,28,9,2012,5310554,121,Won't Back Down,5.8,40,6.998083067092653
19000000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,73191,0.068228,1,1,3,24,11,1993,2119994,93,The Nutcracker,5.6,5,6.999720055988803
18000000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,22479,5.380733,3,1,5,16,8,1996,0,116,Kansas City,6.1,12,6.9995682072605145
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,340611,5.625989,1,1,5,29,7,2016,0,110,Indignation,6.8,69,6.999449519326658
19000000,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,10065,30.205943,4,1,5,15,4,2005,108047131,90,The Amityville Horror,6,588,6.9770204783492265
19000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2757,26.441669,6,1,5,06,12,2002,32801173,114,Adaptation.,7.3,638,7.007465480926749
15000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11683,15.262492,4,3,5,24,6,2005,46770602,93,Land of the Dead,6,381,6.984988771128009
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244339,1.583918,2,2,7,10,3,2013,0,107,Out of Inferno,5.8,11,6.999472232217824
18500000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1878,44.511363,5,1,5,22,5,1998,10680275,118,Fear and Loathing in Las Vegas,7.2,1301,7.009893159955896
18500000,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23082,16.665841,7,1,7,13,9,2009,31912793,100,The Invention of Lying,6,518,6.979700603495571
18000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195589,36.471231,3,1,4,08,5,2014,268157400,96,Neighbors,6.2,2713,6.921682964673619
23000000,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,854,85.30318,2,1,5,29,7,1994,351583407,101,The Mask,6.6,2472,6.964006988934187
18000000,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2280,20.716023,3,1,5,03,6,1988,151668774,104,Big,6.9,993,6.996179740699418
18000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,29.487784,2,1,3,01,11,2006,261572744,82,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579,6.970296098423567
18000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8835,25.43954,2,1,5,13,7,2001,141774679,96,Legally Blonde,6.1,882,6.969330036318677
18000000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157,15.314027,1,1,4,31,5,1984,87000000,105,Star Trek III: The Search for Spock,6.4,434,6.989761736258552
19000000,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,8643,32.602868,3,1,5,09,9,2005,144216468,122,The Exorcism of Emily Rose,6.3,659,6.982021902646245
17000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10402,9.832326,3,1,5,10,12,1999,65535067,88,Deuce Bigalow: Male Gigolo,5.5,308,6.9817449027975345
16000000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218043,33.452469,1,1,5,03,10,2014,19682924,110,Left Behind,3.7,392,6.949054820415879
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9043,14.190837,1,1,3,14,12,2005,0,103,The Family Stone,6.2,249,6.992110578636778
18000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21301,6.501815,1,1,2,20,1,2004,65070412,106,Barbershop 2:  Back in Business,5.6,74,6.995868230039085
23000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10147,26.58873,3,2,3,26,11,2003,76488889,91,Bad Santa,6.5,656,6.987215466167758
18000000,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,302688,16.027955,4,2,3,23,3,2016,88923251,94,My Big Fat Greek Wedding 2,5.5,322,6.980925677276677
21000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60307,14.329891,2,1,5,25,3,2011,72417394,99,Diary of a Wimpy Kid: Rodrick Rules,6.3,238,6.993398843014502
18000000,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106,50.009408,6,1,4,11,6,1987,98235548,107,Predator,7.3,2093,7.0231757280478355
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,279,31.82675,1,1,5,26,10,1984,51973029,160,Amadeus,7.8,1076,7.033011198036509
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8617,9.642041,1,1,4,10,4,2008,14796236,88,Prom Night,4.8,167,6.985401517860691
17000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10625,36.423717,3,1,5,30,4,2004,129042871,97,Mean Girls,6.9,2320,6.991508052708639
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10934,12.309718,4,2,3,30,4,2003,0,113,Under the Tuscan Sun,6.4,172,6.995900206578738
19800000,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5279,11.693272,1,3,3,07,11,2001,87754044,137,Gosford Park,6.8,246,6.998051176423988
18000000,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10013,12.243887,2,1,7,05,10,1986,41382841,103,Peggy Sue Got Married,5.9,136,6.994048376830045
18000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194662,89.811154,5,1,3,27,8,2014,103215094,119,Birdman,7.4,4535,7.061418655832064
18000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160588,34.694216,1,1,4,25,7,2013,99206215,98,Blue Jasmine,7,1098,6.999999999999999
15000000,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,9829,17.50138,4,3,5,28,4,2006,76286096,111,United 93,6.9,367,6.998553238459417
18000000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10028,18.492655,3,1,1,24,11,2003,62646763,94,Honey,6,303,6.988025135359444
18000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10535,11.238522,1,1,5,24,5,1996,0,81,Spy Hard,4.9,147,6.987724181810951
1000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,790,14.518598,3,1,5,08,2,1980,21378361,89,The Fog,6.4,311,6.992627711271779
18000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43959,19.234672,5,1,5,08,4,2011,47088990,106,Soul Surfer,6.9,342,6.998650461684161
18000000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,10364,4.504377,2,1,3,24,6,1970,24911670,121,Catch-22,6.7,72,6.999138481174218
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16991,10.529143,2,1,5,10,4,2009,24007324,86,Observe and Report,5.6,225,6.987512388503469
18000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9610,18.379124,1,1,5,29,6,1984,100000000,103,Conan the Destroyer,5.8,383,6.981893393215931
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,35.524457,1,1,5,14,11,1980,23000000,129,Raging Bull,7.7,938,7.025314210810395
18000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25643,13.472365,6,3,5,18,9,2009,36133014,109,Love Happens,5.6,180,6.989992057188245
18000000,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,11904,8.321586,2,1,3,04,12,1985,0,109,Young Sherlock Holmes,6.7,167,6.9980092978900945
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,28665,7.668063,3,1,4,01,1,2009,0,107,Fame,5.5,135,6.991943505072608
18000000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,44115,52.464877,7,2,5,05,11,2010,35692920,94,127 Hours,7,2606,7.0
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10569,11.423533,1,1,5,19,5,2000,0,94,Small Time Crooks,6.4,155,6.996302921884317
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10560,6.961736,1,1,5,12,5,2000,17200925,115,Center Stage,6.8,90,6.999282582702271
17000000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,333348,9.191187,3,1,4,12,11,2015,24000000,107,Love the Coopers,5.4,167,6.989382922080503
18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20483,4.492859,5,1,5,06,2,2004,16702864,92,Catch That Kid,4.9,76,6.993635348540437
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11457,5.706767,1,1,4,25,10,2001,0,125,Life as a House,7.2,120,7.000955414012738
30000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,321697,53.670525,6,1,5,09,10,2015,34441873,122,Steve Jobs,6.8,1573,6.988160915214691
18000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19840,14.15192,5,2,5,10,7,2009,0,102,"I Love You, Beth Cooper",5.1,197,6.985145056951224
18000000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22327,13.462544,1,1,5,11,9,2009,0,87,Youth in Revolt,5.9,319,6.986140842845294
18000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,38665,11.725805,1,1,4,20,8,1981,2945600,98,The Legend of the Lone Ranger,3.7,14,6.998153034300791
21000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2575,7.047975,2,2,7,11,2,2001,28008462,109,The Tailor of Panama,6.2,92,6.9970667941973534
18000000,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11644,13.628601,1,1,5,24,7,1981,12000000,108,Blow Out,7.3,236,7.002805515929624
18000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146227,16.520516,10,2,4,29,8,2013,10501938,90,Getaway,4.9,246,6.979537352451873
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68924,14.916264,3,2,6,27,9,1997,8038061,112,The Ice Storm,6.9,176,6.9993009215125515
18000000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,253235,9.633711,3,1,7,20,7,2014,25312387,94,And So It Goes,5.7,164,6.991527579081227
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22102,3.455018,2,1,3,22,3,1989,0,105,Troop Beverly Hills,5.6,56,6.9968710089399755
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18701,1.946634,1,0,5,03,9,2004,0,104,Being Julia,6.4,23,6.999448507373216
17000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10068,12.313143,5,1,5,14,2,1986,6735922,117,Nine 1/2 Weeks,5.8,177,6.991563728800095
18000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,3.258422,2,1,5,26,6,1981,14110013,108,Dragonslayer,6.5,67,6.998663581601308
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,36811,3.659292,2,3,5,04,9,2009,0,112,The Last Station,6.7,55,6.999341448812612
18000000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,522,24.548633,1,1,2,27,9,1994,5887457,127,Ed Wood,7.3,630,7.007374170893484
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130150,17.683563,3,1,5,27,12,2013,20275812,111,Labor Day,6.7,299,6.996454405312463
18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12246,10.1449,5,3,4,20,9,2007,26527510,120,Mongol: The Rise of Genghis Khan,6.5,158,6.996859845774704
18000000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13809,31.887978,4,1,4,04,9,2008,25739015,114,RockNRolla,6.9,836,6.996764204985292
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27380,1.110179,2,2,5,25,6,1982,0,99,Megaforce,3.5,15,6.997901259244454
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10549,9.814785,2,2,3,25,12,1996,0,242,Hamlet,7.3,117,7.001397459887725
25000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,33870,1.876811,1,1,4,01,10,2009,20719451,117,Mao's Last Dancer,6.8,28,6.999776250599329
18000000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,245703,32.717853,3,1,4,18,2,2016,6212282,112,Midnight Special,6.2,694,6.978391842453491
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10739,8.945081,4,3,3,27,8,2003,0,108,Anything Else,6.2,149,6.995260248916458
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127560,13.916583,6,2,4,26,12,2013,22309223,116,The Railway Man,6.7,273,6.996759387488624
15238800,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37903,17.94739,4,4,4,21,5,2009,0,144,The White Ribbon,7.2,255,7.002019402098594
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396152,2.525569,0,0,2,03,5,2016,0,90,Restoration,5.3,11,6.999252328975251
2700000,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10017,10.47644,3,2,5,21,11,1986,3500000,93,The Wraith,5.9,108,6.995268440337741
18000000,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11468,10.991281,2,1,2,01,1,2002,676698,103,Salton Sea,7,104,7.0
18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193613,7.871686,2,1,3,25,9,2013,7972967,93,Metallica: Through the Never,6.7,83,6.999007295778016
18000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17436,6.333869,1,2,3,05,11,2008,382174,98,The Informers,4.4,60,6.993774940143655
18000000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,43434,1.138383,4,2,3,19,5,2010,871279,338,Carlos,6.7,50,6.99940119760479
18000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,31166,8.266124,7,5,4,14,5,2009,0,114,I Come with the Rain,5.6,20,6.998880895283774
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,69848,0.910529,6,3,1,02,8,1999,0,121,One Man's Hero,9.3,2,7.000183985281177
3500000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8408,18.025206,3,2,5,19,7,1985,34000000,96,Day of the Dead,6.9,270,6.9989315393747535
18000000,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,332411,10.144222,4,1,4,14,4,2016,0,92,I Am Wrath,4.5,179,6.982227252869454
18000000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9389,9.244181,4,3,4,16,3,2006,1831348,105,Renaissance,6.7,77,6.9990788371814805
17900000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9626,12.752463,3,2,2,09,4,1985,6948633,89,Red Sonja,5,206,6.983654685392367
14000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75638,22.748174,11,2,5,02,3,2012,13551174,119,Red Lights,6,376,6.985182849936948
20000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8363,33.436092,2,1,5,17,8,2007,121463226,113,Superbad,7,2100,7.0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15670,3.107371,2,1,1,16,2,2009,90508336,103,Madea Goes to Jail,6.4,52,6.99875459045186
18000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,290555,7.922639,3,2,4,28,8,2014,0,90,Wolves,5.7,82,6.9957499401961565
23000000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,8328,28.973074,3,1,4,14,2,2008,150816700,98,Step Up 2: The Streets,6.5,640,6.9875195007800315
15000000,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10982,23.980329,3,1,5,16,12,2005,51053787,80,Hoodwinked!,5.9,479,6.979320224498607
17500000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,205,28.60542,8,5,6,11,9,2004,38000000,121,Hotel Rwanda,7.5,793,7.0153723878571705
24000000,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1620,42.669304,6,2,3,21,11,2007,99965753,89,Hitman,5.9,966,6.9590772548717545
17500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,175541,7.180403,2,1,3,27,11,2013,7018189,93,Black Nativity,5.8,16,6.999232491205628
18000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,241254,21.638673,4,1,5,22,8,2014,266586800,93,The Prince,4.6,218,6.97925291458482
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31932,2.64486,0,1,2,01,1,2002,0,116,City of Ghosts,5.4,18,6.998848828843233
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1933,25.881355,7,4,4,02,8,2001,0,101,The Others,7.4,1660,7.024906226556639
18500000,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,679,67.66094,3,2,5,18,7,1986,183316455,137,Aliens,7.7,3220,7.079872430900071
17000000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,11113,20.786616,1,1,3,21,10,1964,72070731,170,My Fair Lady,7.4,352,7.005553802461344
17000000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3597,27.654472,3,1,5,17,10,1997,125586134,100,I Know What You Did Last Summer,5.6,687,6.962556935414801
17000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193893,70.668923,3,1,3,13,8,2014,136621271,104,Let's Be Cops,6.4,1219,6.972104199244823
16000000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9675,23.425431,3,1,5,22,10,2004,109502303,126,Sideways,6.9,478,6.998123871575477
17500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9988,14.304444,1,1,5,25,8,2006,19179969,110,Beerfest,5.8,172,6.991800413157477
300000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,948,30.301307,2,1,3,25,10,1978,70000000,91,Halloween,7.4,1035,7.015901670827732
17000000,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21765,3.56033,2,1,5,10,10,2003,0,87,Good Boy!,4.7,30,6.997243308030363
17000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146304,7.210095,1,1,5,15,11,2013,71625195,123,The Best Man Holiday,6.7,110,6.99868578255675
17000000,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7516,23.491962,5,3,6,09,12,2006,57103895,109,Smokin' Aces,6.4,534,6.987452024751312
20000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41439,36.133536,3,2,4,21,10,2010,136150434,90,Saw: The Final Chapter,5.8,730,6.965954139137194
17000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2752,14.18136,3,3,5,01,3,2002,0,94,40 Days and 40 Nights,5.2,297,6.978867059335099
17000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9429,12.709227,2,1,4,01,10,1998,30331165,81,A Night at the Roxbury,5.9,198,6.991356456861656
15000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9792,35.107857,4,2,5,10,3,2006,69623713,107,The Hills Have Eyes,6.1,705,6.975316086364521
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13778,10.149569,2,1,5,05,9,2003,0,98,Dickie Roberts: Former Child Star,5.1,64,6.995148420044686
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,228203,14.023082,2,1,5,20,2,2015,45710059,128,"McFarland, USA",7.4,213,7.003379209138143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41382,9.054803,2,1,5,20,8,2010,0,99,Lottery Ticket,5.6,54,6.9969825177616345
20000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13960,5.422285,1,1,5,31,3,2006,21170563,105,ATL,6,32,6.998721636305529
17000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,114150,32.746486,1,1,5,28,9,2012,115350426,112,Pitch Perfect,7.3,2247,7.024740338385877
34000000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,26602,3.960098,2,1,3,22,8,2001,19693891,108,Summer Catch,4.8,63,6.994469935761881
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10223,10.178917,1,1,5,11,12,1998,0,121,A Simple Plan,6.9,187,6.999257553499821
17000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16028,4.544216,4,1,5,01,11,2002,0,89,They,4.6,74,6.992916965781288
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15639,2.184708,1,1,5,24,3,2006,0,89,Larry the Cable Guy: Health Inspector,3.3,17,6.997485709717392
17000000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,26390,18.790102,5,1,5,16,1,2009,29536299,133,Brooklyn's Finest,6.2,293,6.990732613766655
17000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27759,3.321095,2,1,1,06,5,1963,10000000,154,55 Days at Peking,6.3,36,6.998993449432817
17000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109428,33.912116,3,1,5,05,4,2013,97542952,91,Evil Dead,6.4,1723,6.961314223702428
17000000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23049,5.787891,2,2,5,06,2,2009,20455276,95,My Life in Ruins,5.6,101,6.994366758296483
17000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9310,7.864011,2,1,6,04,3,2006,7314027,107,American Dreamz,4.9,95,6.992050209205021
17000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11411,17.062117,4,2,4,23,7,1987,19300000,90,Superman IV: The Quest for Peace,4.1,318,6.963575321905363
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16988,1.782666,16,3,5,25,1,2008,0,94,How She Move,3,6,6.9990402303447175
17000000,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7304,19.311572,4,2,5,06,1,2006,9500000,122,Running Scared,7,331,7.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24747,2.897449,4,1,5,30,4,2004,0,120,Bobby Jones: Stroke of Genius,5.5,19,6.998860865742036
17000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58048,0.138564,2,1,5,29,8,1986,0,97,Shanghai Surprise,2.9,15,6.997541475114931
17000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2989,1.15641,1,1,4,12,11,1981,2000000,102,Roar,5.6,19,6.998936808025901
17000000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10629,9.583578,2,3,5,11,7,2003,1569918,98,Veronica Guerin,6.8,59,6.9995291112973375
17000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,255343,25.112567,6,3,6,11,10,2014,3758328,120,Escobar: Paradise Lost,6.1,271,6.990348620948914
17000000,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4723,9.349386,9,3,1,15,5,2006,374743,144,Southland Tales,5.2,153,6.989051007832067
15000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10800,8.884405,1,1,3,19,3,2008,0,80,Dragon Hunters,6.5,129,6.997433244458593
17000000,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25763,2.215261,1,1,6,10,9,1977,8720000,91,Damnation Alley,5,27,6.9978423302832935
17000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,79694,6.385234,4,1,4,23,8,2012,9627492,82,The Apparition,4.5,140,6.986077963404932
16500000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4032,20.935169,2,1,3,27,11,1991,0,102,My Girl,7,428,7.0
16800000,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,18615,4.358255,3,1,3,30,8,2006,2281089,122,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,6.9965062018904804
15000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10673,24.898687,1,1,4,10,12,1987,43848069,126,Wall Street,7,546,7.0
16500000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4584,20.898711,2,2,3,13,12,1995,135000000,136,Sense and Sensibility,7.2,352,7.002776901230672
16500000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2977,18.236284,3,2,5,02,3,2007,37311672,120,Becoming Jane,6.9,317,6.998747876920646
16500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10760,10.74648,3,1,5,21,9,2007,13620075,108,Sydney White,6,236,6.990648280234585
16500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11093,12.102725,3,1,5,19,12,2003,16942795,126,House of Sand and Fog,7,199,7.0
